date,open,high,low,close,volume
2016-09-26,491.9800109863281,491.9800109863281,484.1400146484375,488.0899963378906,28500.0
2016-09-27,486.1300048828125,493.3399963378906,484.05999755859375,487.0400085449219,19600.0
2016-09-28,488.4100036621094,489.0,476.05999755859375,484.489990234375,37600.0
2016-09-29,482.8599853515625,483.8500061035156,476.4800109863281,478.2699890136719,25700.0
2016-09-30,481.2300109863281,484.8999938964844,474.3399963378906,481.3699951171875,58500.0
2016-10-03,480.239990234375,482.2699890136719,478.1000061035156,479.5299987792969,24400.0
2016-10-04,479.8599853515625,481.0,475.239990234375,477.4599914550781,36500.0
2016-10-05,478.2699890136719,482.6499938964844,476.4599914550781,476.739990234375,44400.0
2016-10-06,477.7300109863281,486.8999938964844,472.5400085449219,478.29998779296875,39200.0
2016-10-07,476.2200012207031,479.20001220703125,472.7200012207031,473.6099853515625,32100.0
2016-10-10,473.6099853515625,483.69000244140625,473.0,482.1600036621094,76600.0
2016-10-11,480.3599853515625,480.7699890136719,474.0,475.45001220703125,43500.0
2016-10-12,475.010009765625,477.0,472.1099853515625,474.239990234375,35700.0
2016-10-13,471.57000732421875,471.57000732421875,464.5799865722656,464.5799865722656,28600.0
2016-10-14,467.8900146484375,467.8900146484375,460.2699890136719,464.20001220703125,26500.0
2016-10-17,460.69000244140625,464.8399963378906,460.69000244140625,462.7799987792969,19600.0
2016-10-18,465.19000244140625,466.5,456.7200012207031,461.510009765625,35300.0
2016-10-19,461.010009765625,466.4200134277344,458.0,462.6700134277344,19900.0
2016-10-20,461.6700134277344,464.70001220703125,460.5299987792969,464.0299987792969,22100.0
2016-10-21,462.4700012207031,469.3699951171875,459.5,468.94000244140625,20300.0
2016-10-24,469.8500061035156,472.54998779296875,466.29998779296875,469.1499938964844,31100.0
2016-10-25,469.20001220703125,470.70001220703125,467.6000061035156,469.5,24300.0
2016-10-26,467.79998779296875,476.0799865722656,467.79998779296875,473.8999938964844,25700.0
2016-10-27,476.70001220703125,479.45001220703125,470.29998779296875,474.95001220703125,18900.0
2016-10-28,475.0,475.17999267578125,471.0,473.20001220703125,15200.0
2016-10-31,475.0,479.6300048828125,470.3999938964844,475.0,29400.0
2016-11-01,477.1000061035156,482.45001220703125,471.3999938964844,471.3999938964844,30000.0
2016-11-02,471.0,471.8999938964844,455.95001220703125,455.95001220703125,43400.0
2016-11-03,454.6499938964844,454.6499938964844,443.1499938964844,446.29998779296875,24700.0
2016-11-04,447.54998779296875,449.29998779296875,441.9800109863281,443.04998779296875,31100.0
2016-11-07,446.3999938964844,448.20001220703125,443.0,445.8500061035156,46300.0
2016-11-08,445.1499938964844,455.45001220703125,440.54998779296875,451.95001220703125,56800.0
2016-11-09,446.95001220703125,468.75,445.0,466.75,32700.0
2016-11-10,466.3500061035156,477.6499938964844,465.70001220703125,468.6000061035156,36900.0
2016-11-11,467.25,477.8999938964844,467.20001220703125,476.6000061035156,21500.0
2016-11-14,477.70001220703125,483.20001220703125,472.3999938964844,474.6000061035156,25600.0
2016-11-15,476.25,481.04998779296875,475.04998779296875,477.25,9100.0
2016-11-16,477.5,479.5,469.0,475.0,29700.0
